amount,account_age_days,transactions_24h,failed_transactions_24h,device_changes_30d,location_mismatch,international_transaction,previous_chargebacks,is_risky
48.48,797,2,2,1,0,0,1,0
23.81,443,3,1,1,0,0,0,0
58.95,164,1,1,2,0,0,0,1
90.84,973,7,0,1,0,0,0,0
34.62,361,3,2,0,0,1,0,0
52.68,585,2,0,0,1,0,0,0
26.06,1143,4,0,1,0,0,1,1
204.23,853,5,0,1,0,1,0,0
49.68,1011,4,1,0,0,0,0,0
285.08,1219,5,1,2,1,0,0,1
307.58,1625,4,1,1,0,0,0,0
61.49,1881,6,1,1,0,0,0,0
24.33,1612,5,2,0,0,0,0,0
8.28,1757,3,0,0,0,1,0,0
15.3,1675,7,0,0,0,0,0,0
16.88,1024,1,0,1,0,0,0,0
264.67,1908,6,0,3,0,0,2,1
74.88,1931,7,0,0,0,0,1,0
98.46,241,1,2,0,0,1,0,0
7.24,1533,8,1,0,0,0,0,0
20.13,666,2,0,0,1,0,0,0
161.92,565,0,0,0,0,0,0,0
88.83,1166,4,0,0,0,1,1,0
57.56,832,4,2,0,0,0,0,0
117.31,976,11,1,0,1,1,0,0
342.34,1930,2,0,3,0,0,1,1
53.46,31,2,0,1,0,1,0,0
71.48,223,3,1,1,0,0,0,0
80.85,1828,8,0,1,0,0,0,0
729.32,266,1,1,0,1,0,0,0
8.17,1306,3,0,0,0,0,0,0
132.06,788,3,1,0,1,0,0,0
59.45,381,4,0,1,0,0,1,1
117.54,556,3,2,0,0,0,1,0
34.56,62,2,1,3,0,0,0,0
63.5,713,4,1,0,0,0,0,0
135.83,847,4,0,0,0,0,0,0
1499.53,521,2,3,0,0,0,1,1
149.61,1095,4,2,2,0,0,0,0
28.56,602,6,1,0,0,0,0,0
43.65,1560,7,0,1,0,0,0,0
42.38,140,3,3,0,0,0,0,0
11.07,1340,5,1,0,1,0,0,1
47.94,1364,3,0,1,0,0,1,1
138.77,1912,3,1,1,0,0,0,0
18.65,590,2,1,1,1,0,0,1
190.28,1750,1,1,0,0,0,0,0
108.61,528,6,1,0,0,1,0,0
32.0,541,6,1,1,0,0,1,0
57.89,1440,2,2,1,0,0,0,0
329.75,1491,5,0,1,0,0,0,0
138.87,375,0,0,1,0,0,0,0
67.27,291,6,1,1,0,0,0,0
52.58,43,4,0,1,0,0,0,0
72.0,1888,4,0,0,0,1,0,0
39.97,1911,3,0,0,0,1,0,0
8.13,1077,2,1,1,0,0,0,0
513.98,1812,2,1,0,1,0,0,1
77.89,1907,9,0,1,0,0,0,0
99.3,1256,11,1,0,0,0,0,0
62.93,1236,5,0,1,0,0,0,0
31.97,8,2,1,0,0,0,0,0
55.37,1658,7,1,0,0,0,0,0
13.47,483,4,0,0,0,0,0,0
650.07,42,7,2,1,0,0,0,0
19.4,333,2,1,1,0,0,1,0
23.76,1257,6,3,0,0,0,1,0
42.94,1094,4,1,0,0,0,0,0
241.79,1903,7,1,1,0,0,0,0
67.66,1040,1,0,1,0,0,0,0
19.37,69,6,0,0,0,0,0,0
233.77,53,4,0,2,0,0,0,0
138.52,685,6,0,1,0,0,0,0
114.26,1971,6,1,0,1,0,0,1
136.42,994,0,1,1,0,0,0,0
730.96,1798,6,0,1,0,0,1,1
592.94,1403,1,1,1,0,0,0,0
33.56,1825,2,0,1,0,0,0,1
338.28,1487,4,4,0,0,0,1,1
97.82,527,9,2,2,0,1,0,0
109.85,1806,5,0,0,0,0,0,0
12.28,1703,6,0,0,0,0,0,0
56.24,63,1,1,1,0,0,1,0
29.58,261,3,1,0,0,0,0,0
152.64,1524,3,2,1,0,0,0,0
194.63,1145,2,2,0,0,0,0,0
8.38,858,6,1,0,0,0,0,0
65.23,1264,3,1,2,0,0,1,1
204.76,1489,4,0,0,1,0,0,0
55.33,1131,4,0,0,0,0,0,0
138.25,180,6,1,0,0,0,0,0
94.74,1040,8,1,0,0,0,0,0
93.85,355,4,1,0,1,0,0,0
50.84,934,7,0,1,0,0,0,0
19.76,1333,4,0,0,0,0,0,0
21.73,727,6,1,0,1,0,0,0
135.55,589,4,1,0,0,0,0,0
68.0,1761,6,0,0,0,0,0,0
58.06,605,1,1,0,0,0,0,0
43.65,181,7,1,1,1,0,0,0
49.15,174,3,0,1,0,0,0,0
189.98,354,2,1,0,0,0,0,0
47.69,354,4,1,0,0,0,0,0
17.44,1243,6,0,1,0,0,0,0
140.28,1679,4,0,0,0,0,0,0
54.33,1339,4,2,0,0,0,0,0
68.81,434,3,0,1,0,0,0,0
332.81,905,5,0,1,0,0,0,0
65.33,282,5,0,0,0,0,0,0
89.05,259,3,2,2,0,0,0,0
20.51,868,4,2,0,0,0,1,0
53.53,559,6,1,1,0,0,0,0
122.67,5,5,0,0,0,0,1,0
14.08,1598,10,3,0,0,0,0,0
81.52,596,3,1,0,0,0,0,0
73.76,1669,5,1,0,0,0,0,0
69.5,394,3,0,0,0,1,0,0
188.13,336,2,0,2,0,0,0,1
93.17,63,3,1,0,0,0,0,0
292.39,1817,6,1,0,0,1,0,0
24.69,44,6,1,0,0,0,0,0
76.4,153,6,0,0,0,0,0,0
72.56,1950,3,0,1,0,0,1,0
22.89,1806,5,0,1,0,0,0,0
173.52,854,2,0,0,1,0,0,0
681.76,1707,2,0,0,0,0,0,1
65.56,1180,7,2,0,0,0,0,1
110.5,1502,1,2,0,0,0,0,0
72.57,275,4,3,0,0,1,0,0
32.67,1382,1,0,1,0,0,0,0
10.8,426,3,1,2,0,0,0,1
32.92,1556,8,1,0,0,1,0,0
16.58,483,4,1,0,0,0,0,0
366.54,214,3,1,0,0,0,0,0
59.44,79,5,0,0,0,0,1,0
47.19,139,5,3,0,0,1,0,0
162.25,950,4,0,0,0,0,0,0
21.72,98,2,1,0,0,1,0,0
30.97,1913,7,0,0,0,0,1,0
71.38,664,5,1,0,0,1,0,0
186.56,198,3,1,1,0,0,0,0
110.13,785,2,2,0,1,0,0,0
85.48,156,7,0,1,0,0,0,0
72.1,1074,4,1,0,0,1,0,0
99.51,479,0,1,0,0,0,0,0
81.59,228,2,0,0,0,0,0,0
23.81,1975,6,0,0,0,1,1,1
69.83,1481,3,1,0,0,1,0,0
22.79,522,5,2,0,1,0,0,0
72.32,149,3,0,0,0,0,0,0
41.24,1082,3,1,0,0,0,0,0
845.04,162,4,1,1,0,0,0,0
64.08,863,3,0,2,0,0,1,0
16.38,1501,1,0,0,0,1,0,1
58.31,1131,2,2,2,0,0,0,0
112.1,1451,0,0,1,0,0,0,0
355.44,395,2,2,1,0,0,0,0
36.99,801,3,0,1,0,0,0,0
13.7,186,3,0,0,0,0,1,0
150.93,558,3,2,0,0,0,0,0
16.77,1981,3,0,0,0,0,0,0
43.11,446,8,0,1,0,0,0,0
51.54,1665,4,0,1,0,0,0,0
62.2,1941,4,0,0,1,0,0,0
132.84,830,6,0,0,0,0,1,0
33.66,1472,5,0,1,0,0,0,0
50.72,87,3,2,1,0,0,0,0
65.74,1273,2,0,0,0,0,1,0
77.45,1865,4,0,0,0,0,1,0
73.54,1464,2,0,0,0,0,0,0
103.13,1281,2,0,0,0,0,0,0
155.06,1301,5,1,2,0,0,0,1
98.75,1814,6,1,0,0,0,1,0
104.96,438,4,3,0,0,0,0,0
13.71,516,6,1,1,0,0,0,0
70.12,1601,2,1,1,0,0,0,0
107.72,947,5,0,2,0,1,0,1
138.23,1226,5,0,0,0,0,0,0
33.37,1599,7,0,0,0,1,1,1
34.5,1679,2,0,0,1,0,0,1
37.56,756,3,2,0,0,0,0,0
114.02,1828,1,1,0,0,1,0,0
187.52,797,6,1,0,0,0,0,0
44.37,1204,2,2,0,0,0,0,0
165.33,686,2,1,0,0,0,0,0
75.45,325,3,1,1,0,0,0,0
58.89,1949,8,0,1,0,0,0,0
53.98,623,3,2,1,0,0,0,0
140.7,687,5,0,2,0,0,0,0
92.35,1499,2,0,0,0,0,0,0
649.25,1689,3,4,1,0,1,0,0
28.44,400,1,2,0,0,1,0,0
111.96,868,2,0,0,0,0,1,0
39.28,217,2,1,2,0,0,0,0
27.96,809,6,0,0,0,0,0,0
65.97,961,6,2,1,0,0,1,0
76.5,1477,2,0,1,0,1,0,0
1234.19,1001,4,0,0,0,0,0,1
55.47,1428,6,1,1,0,0,1,0
21.54,1989,1,2,1,0,0,0,0
87.62,932,5,0,0,0,0,0,0
8.38,240,5,0,0,0,0,0,0
60.83,1762,5,1,0,0,1,0,1
67.76,1210,2,2,1,0,0,0,0
147.61,48,6,2,0,0,0,0,1
176.55,1410,5,0,0,0,0,0,0
40.3,1232,2,2,0,0,1,0,0
57.36,1181,6,2,1,0,0,0,0
31.0,1249,3,2,0,0,1,0,1
21.58,1168,4,0,0,0,0,0,0
90.91,1443,2,1,0,0,0,0,1
18.66,1135,6,3,2,0,0,0,1
44.05,1854,2,2,1,0,0,1,1
24.65,875,3,0,2,0,1,0,1
115.55,1898,10,1,0,0,0,0,0
404.01,1489,3,1,2,0,0,0,0
18.15,132,4,1,2,0,0,0,0
10.45,625,4,1,0,1,0,0,0
58.86,1860,0,2,0,0,1,0,0
67.74,1971,4,0,0,0,0,0,0
82.98,601,3,0,1,0,1,1,1
42.68,673,5,1,0,0,0,0,0
54.56,334,2,0,0,0,0,0,0
96.3,1944,1,1,1,0,1,0,0
188.75,1099,4,1,0,0,0,0,0
9.44,1817,2,1,0,0,0,1,0
46.11,1436,6,3,0,0,0,0,0
82.58,1543,6,0,0,0,1,1,0
26.63,1649,2,1,1,0,0,0,0
376.59,36,6,4,0,0,0,0,0
35.32,778,7,1,0,0,0,0,0
63.99,1649,5,0,0,0,0,0,0
116.28,1828,7,3,0,0,1,0,1
36.92,223,3,0,0,0,0,0,0
10.52,1747,4,1,0,0,0,0,0
43.44,530,6,0,1,0,0,0,0
186.69,241,6,1,0,0,1,0,0
47.61,134,4,1,0,0,0,0,0
28.6,1756,6,0,1,0,0,0,0
168.29,391,5,1,1,0,0,0,0
47.91,102,5,2,0,0,0,0,0
40.04,1676,9,0,0,0,1,0,0
77.44,681,1,0,1,0,0,0,0
144.13,498,5,2,3,0,0,0,1
721.78,511,8,0,0,0,0,0,0
152.51,703,9,0,0,0,0,1,0
212.69,994,6,2,0,0,0,0,0
40.21,1561,3,1,0,0,0,0,0
23.91,949,6,1,2,0,0,0,1
70.98,1569,5,1,1,0,0,0,0
74.23,1367,4,0,1,0,0,0,0
22.68,841,4,2,0,0,1,1,1
55.96,6,5,2,0,0,1,0,0
99.42,958,2,0,1,0,0,0,0
95.62,194,7,0,1,0,0,0,0
110.42,742,3,1,1,0,0,0,0
89.21,1161,6,2,0,0,0,0,1
40.16,1859,5,0,0,0,1,0,0
39.89,912,5,0,0,0,1,0,0
20.11,473,3,3,0,0,0,0,1
397.33,216,2,2,1,0,1,0,0
67.59,1373,7,0,1,0,0,0,0
53.26,876,5,1,0,0,0,0,0
26.34,1207,3,0,0,1,0,0,1
1255.96,1192,10,0,1,1,0,0,0
22.8,1818,3,1,0,0,1,0,0
43.43,38,3,0,2,0,0,1,1
101.07,1699,3,1,1,0,0,0,0
121.54,471,2,1,0,0,0,2,0
173.8,452,4,2,0,0,0,0,0
406.51,1979,3,0,2,0,0,0,1
110.63,1514,3,0,0,0,0,0,0
23.2,1166,4,2,0,0,0,1,1
51.58,1013,5,1,0,0,0,0,0
90.72,1784,7,2,0,0,0,0,0
527.54,1967,6,1,2,0,0,0,0
16.48,103,1,0,0,0,0,1,0
221.98,1735,6,0,1,0,0,0,0
79.83,1736,2,0,0,1,0,0,0
154.14,42,0,3,1,0,0,0,0
60.22,947,2,0,0,0,0,0,0
28.72,1171,2,0,4,0,0,0,0
141.3,66,6,0,0,0,0,0,0
128.31,943,4,2,1,1,0,0,0
176.28,193,5,1,1,0,1,0,0
65.8,1322,3,2,1,0,0,0,0
36.6,1062,4,0,2,0,0,0,0
14.03,502,9,1,0,1,0,0,0
151.32,1677,6,1,2,0,0,0,1
101.89,1642,4,1,1,0,0,0,1
25.39,1452,3,0,1,0,0,0,0
38.92,664,2,0,0,0,0,0,0
41.81,352,2,1,1,0,0,1,1
15.14,1950,5,1,0,0,0,0,0
29.44,326,7,0,2,0,0,0,0
21.46,1062,7,2,0,1,0,0,0
44.15,1121,4,0,0,0,0,0,0
31.86,108,5,0,0,0,0,0,0
13.11,631,4,3,2,0,0,0,0
504.01,151,1,0,0,0,0,2,0
233.35,1098,6,0,1,1,0,0,0
30.6,1081,5,0,2,0,0,0,0
87.57,878,1,3,0,0,0,0,1
101.24,335,2,4,0,0,0,0,1
219.44,1276,4,3,0,0,0,1,1
29.41,1943,4,0,0,0,0,0,0
198.76,804,3,1,0,0,0,0,0
38.56,1849,2,0,0,0,0,0,0
17.53,767,2,2,1,0,0,0,0
137.57,1278,3,0,0,0,1,0,0
242.44,1409,4,0,0,0,1,0,0
887.06,1480,8,0,2,0,0,0,1
20.09,259,4,0,2,0,0,0,0
134.14,782,3,1,1,0,0,0,0
44.27,1489,4,1,0,0,0,1,1
145.96,34,2,0,0,0,1,0,0
15.33,1519,7,0,1,1,0,1,1
18.86,326,2,0,1,0,0,0,0
30.7,837,3,0,0,0,0,0,0
72.17,1262,4,1,0,0,0,0,0
35.13,691,0,0,1,0,0,1,1
128.9,1640,3,1,0,0,0,0,0
186.21,1565,4,1,0,0,0,0,0
121.46,739,7,1,2,0,0,0,1
336.56,1490,4,1,0,0,0,0,0
101.07,744,2,0,0,0,0,0,0
19.75,1328,3,1,0,0,0,0,0
260.7,1886,3,0,0,0,0,1,0
36.41,847,1,0,0,0,0,0,0
165.74,117,4,0,1,0,0,0,0
321.74,1231,4,1,1,0,0,1,0
105.29,1936,3,1,0,0,0,0,0
14.94,1721,5,0,0,0,0,0,0
26.62,1505,4,1,0,0,0,0,0
250.32,650,5,0,0,0,0,0,0
56.31,403,1,2,0,0,0,0,0
72.21,997,2,0,1,0,0,0,0
142.43,1859,6,0,1,0,0,0,0
133.8,1700,5,1,0,0,0,0,0
88.13,1924,4,0,0,0,0,0,0
54.13,1611,0,0,0,0,0,0,0
48.78,233,6,1,1,0,0,0,0
157.26,929,4,0,1,1,0,0,1
116.0,1308,5,0,1,0,0,0,0
51.56,480,1,2,0,0,0,1,1
196.79,1913,6,1,0,0,0,0,0
58.61,1791,11,1,0,0,0,0,0
28.46,976,5,2,0,0,0,0,1
31.22,9,2,3,0,0,0,1,1
25.06,715,3,2,2,0,0,0,0
50.78,1926,2,3,2,0,1,0,0
229.0,379,7,0,1,0,0,1,0
29.81,1841,4,1,1,0,0,0,1
80.52,1627,5,1,1,0,0,0,0
34.58,381,4,1,1,0,1,1,1
51.4,844,4,2,1,0,0,0,0
14.73,1686,2,0,3,0,1,1,1
53.49,360,2,0,0,0,0,0,1
54.94,176,5,1,1,0,0,0,0
114.47,485,8,2,0,0,0,0,0
83.37,1429,2,2,0,0,0,0,0
20.12,33,3,0,0,0,0,0,0
197.2,1489,4,0,1,0,0,1,1
82.29,696,4,0,0,0,0,1,1
81.32,157,5,1,3,0,1,0,0
66.08,565,3,0,0,0,0,0,0
39.74,1832,2,1,0,0,0,0,0
82.91,202,2,2,0,0,0,0,0
107.3,1810,3,2,0,0,1,0,0
11.62,1199,2,1,0,0,0,0,0
38.91,1268,2,0,0,0,0,0,0
51.68,1293,4,1,2,0,0,0,0
86.16,923,2,0,1,0,0,0,0
219.93,1470,4,2,0,0,0,0,0
30.82,74,6,2,2,0,0,1,1
40.53,96,4,1,0,0,0,1,1
39.94,1897,9,1,0,0,0,0,0
29.92,173,2,1,0,0,0,0,0
47.13,1923,4,0,1,0,0,0,0
144.14,1430,8,2,1,0,0,0,0
23.25,155,7,1,1,0,0,0,0
102.29,1207,6,0,0,0,0,1,0
12.16,1347,4,1,0,0,0,0,0
38.04,289,6,2,0,0,0,0,0
47.97,258,3,0,1,0,0,0,0
355.97,1611,3,0,1,0,0,0,0
50.66,174,5,2,1,1,0,1,1
7.38,330,9,0,0,0,0,0,0
9.04,1255,6,1,3,0,1,0,0
68.99,759,3,0,0,0,0,0,0
123.2,1020,3,0,0,0,1,0,0
97.07,161,5,0,2,1,0,0,1
78.85,186,3,0,0,0,0,0,0
213.21,1927,2,0,1,0,0,0,0
38.88,143,3,1,1,0,0,0,0
163.19,1306,6,0,0,0,0,0,0
13.04,907,2,2,1,0,0,0,0
26.98,640,6,0,0,0,0,1,0
10.95,1702,7,0,0,0,0,0,0
50.66,27,7,0,0,0,0,0,0
63.67,1270,2,0,0,0,0,1,0
74.75,1511,3,0,1,0,0,0,0
70.94,1671,1,0,0,0,0,3,0
26.38,1921,3,0,0,0,0,0,0
55.13,202,6,1,0,0,0,0,0
14.92,1045,4,0,2,0,0,1,1
260.66,1615,2,0,0,0,1,0,0
49.22,670,2,1,1,0,0,0,0
40.9,1118,3,0,2,0,0,0,0
326.67,1032,4,3,0,0,1,1,0
19.25,472,3,2,0,0,0,0,0
21.64,1363,1,3,0,0,1,1,1
22.28,259,4,3,0,1,0,0,0
62.31,55,3,0,0,0,0,0,0
102.68,911,3,0,1,0,0,1,0
139.72,1572,7,3,0,0,0,0,0
873.05,1030,4,0,1,0,0,0,0
7.03,1401,4,0,0,1,0,0,0
122.58,554,2,2,1,0,0,1,0
38.2,1074,1,0,0,0,0,0,0
37.1,112,3,0,0,0,0,0,0
35.88,146,5,2,1,0,0,0,0
26.88,230,6,1,0,0,0,0,0
359.43,1747,7,1,1,0,1,2,0
154.83,497,3,0,1,0,0,0,0
68.25,1330,8,1,1,0,1,0,0
257.5,1566,11,0,1,0,0,0,1
14.69,461,3,0,0,0,0,0,0
17.62,807,6,2,2,0,0,0,0
7.55,1652,4,1,0,0,0,2,1
33.13,1932,8,0,0,0,0,0,0
78.39,226,6,1,0,0,0,0,0
73.91,59,3,0,0,1,0,1,1
77.43,1100,4,0,1,1,0,0,1
16.26,428,5,2,0,0,0,2,0
148.88,728,4,2,0,0,0,0,0
84.74,1156,6,1,1,0,0,0,0
138.8,932,4,2,0,0,0,0,0
10.05,498,2,1,1,0,0,0,0
91.06,816,2,0,3,0,0,0,0
20.33,910,6,0,0,0,0,0,0
44.82,1617,3,0,0,0,0,0,0
113.79,1329,6,1,1,0,0,0,0
73.05,67,5,1,0,0,0,0,0
28.46,230,3,0,0,0,0,0,0
67.11,983,5,2,1,0,0,0,0
14.42,333,2,0,0,0,0,0,0
210.66,1929,3,1,0,0,1,0,0
54.31,277,1,2,0,0,0,0,0
204.09,1897,6,0,0,0,0,0,0
39.39,1608,6,2,0,0,0,0,0
39.5,721,6,1,0,0,0,1,1
31.06,1808,1,0,0,0,0,1,0
160.16,144,2,0,0,0,0,0,0
32.8,1275,4,0,1,0,1,0,0
127.05,1820,4,1,1,0,0,0,0
45.49,691,5,0,0,0,0,0,0
9.24,1976,3,1,1,0,1,0,0
37.7,1104,1,1,1,0,0,0,0
20.51,57,7,0,0,0,0,0,0
68.99,1390,4,0,1,0,0,0,0
20.28,308,4,0,0,1,0,0,0
168.34,174,1,0,0,0,0,0,0
60.88,1486,3,0,0,0,0,0,0
55.84,750,4,2,1,0,0,0,0
128.5,1004,5,1,1,1,0,0,0
174.85,678,5,3,0,0,0,0,0
65.36,1620,4,0,0,0,0,0,1
30.84,1517,1,2,1,0,0,0,0
11.31,560,4,1,0,0,0,0,0
33.58,1663,7,0,0,0,0,0,0
35.97,1705,8,1,0,0,0,0,0
74.22,1890,7,3,1,0,0,0,0
47.22,1398,2,0,0,0,0,0,0
132.68,1979,5,1,3,0,0,0,0
36.13,349,5,0,0,0,0,0,0
62.99,1091,3,2,0,0,0,0,0
217.89,330,6,1,0,0,0,0,0
93.86,1876,4,0,0,1,0,0,1
62.8,194,3,0,2,1,0,0,1
36.53,1179,2,0,0,0,0,0,0
35.4,1184,4,1,0,0,0,0,0
28.49,1720,5,2,0,0,0,0,0
38.82,266,6,1,1,0,0,0,0
141.98,168,10,0,0,0,0,0,0
53.42,145,3,2,2,0,0,0,0
17.29,186,8,0,0,0,0,0,0
390.79,886,3,1,1,0,0,0,0
91.83,865,5,1,0,0,0,0,0
16.33,774,8,1,1,0,0,0,0
42.87,1447,3,0,0,0,0,0,0
74.51,1007,5,0,0,0,1,0,0
366.72,786,5,0,0,0,0,0,0
22.02,457,5,0,0,0,0,0,0
176.98,1864,4,1,0,0,0,0,0
270.29,345,1,1,1,0,0,0,0
35.56,735,6,1,0,0,0,1,0
50.53,554,2,3,0,0,0,0,0
23.66,1021,2,0,1,0,0,1,0
54.41,1540,4,0,0,0,0,0,0
64.29,788,5,0,1,0,1,0,0
128.98,1820,4,1,0,0,0,0,0
198.38,936,4,1,0,0,1,2,0
31.56,705,3,2,0,0,0,2,0
9.32,1128,2,0,0,0,0,0,0
65.28,247,5,3,0,0,0,0,0
89.44,812,6,1,0,0,0,0,0
85.58,1047,6,0,0,0,0,0,0
48.1,953,2,1,1,0,0,0,0
75.55,815,6,0,1,0,0,0,0
303.52,1549,6,0,0,0,0,2,0
97.68,144,3,1,0,0,1,0,0
45.91,730,5,0,0,1,0,0,0
40.44,1719,8,0,3,0,0,0,0
56.27,863,2,2,0,0,0,0,0
342.66,1778,5,0,0,0,0,0,0
55.52,1217,2,1,0,0,1,0,0
65.38,465,5,1,1,1,0,0,0
41.17,1808,4,3,1,0,0,0,0
200.13,375,4,0,1,0,0,0,0
473.35,677,3,2,0,0,0,0,1
104.65,692,3,0,0,0,0,0,0
72.44,629,2,2,0,0,0,0,0
69.18,1290,3,1,1,0,0,0,0
6.15,1402,4,1,0,0,0,0,0
140.49,1574,4,0,1,0,0,0,1
76.26,556,2,1,0,0,0,0,0
102.34,863,4,0,0,0,0,0,0
32.74,74,3,2,1,0,0,0,1
45.4,438,1,1,0,0,0,0,0
44.21,881,5,2,0,0,0,0,0
185.23,226,5,0,1,0,0,1,0
45.66,1843,6,0,0,0,0,0,0
535.21,308,2,3,0,0,1,0,1
102.6,966,0,2,2,0,0,0,0
18.62,348,6,0,0,0,0,0,0
58.64,476,4,1,0,0,0,0,0
34.76,1339,5,0,0,0,0,0,1
7.43,525,2,0,0,0,0,0,0
330.12,1449,9,1,2,0,1,0,0
134.71,524,2,0,1,0,0,0,0
113.66,562,3,1,0,0,0,0,0
78.68,1849,3,0,0,0,0,0,0
16.74,1970,3,1,0,0,0,0,0
41.12,1273,1,1,0,0,1,0,0
154.75,1655,4,0,0,0,1,0,0
23.31,569,1,0,1,0,0,0,0
5.3,1206,6,0,1,0,0,0,0
53.14,1986,6,0,1,0,0,0,0
57.87,1800,6,2,0,0,0,1,0
76.37,106,2,2,2,0,0,0,0
138.17,191,4,2,0,0,1,0,1
126.17,1161,3,3,1,0,0,1,1
86.38,700,4,0,0,0,0,0,0
220.42,1144,3,0,0,0,1,0,0
14.6,1778,1,3,1,0,1,0,0
110.45,831,7,2,0,0,0,0,0
124.78,72,4,1,2,0,1,0,0
19.31,755,4,0,0,0,0,0,0
14.84,1155,3,0,0,0,0,0,1
31.63,457,2,5,0,0,0,0,0
34.41,1805,2,1,2,0,0,0,0
141.66,905,3,0,0,1,0,1,1
36.07,479,7,0,0,0,0,0,0
28.32,52,3,0,0,0,0,0,0
36.17,1004,3,1,0,0,0,0,0
204.1,574,4,0,1,0,0,0,1
67.56,1143,5,1,1,0,0,0,0
55.74,1901,3,1,0,0,0,0,0
59.74,1288,2,1,1,1,0,0,0
242.76,1263,3,3,0,0,0,0,1
31.53,1375,3,1,0,0,1,0,0
248.52,893,6,0,0,0,0,1,0
82.31,255,2,1,0,0,0,1,0
56.8,685,3,2,1,0,1,1,0
813.14,1333,6,1,1,0,1,0,0
23.2,1773,5,1,0,1,1,0,0
46.82,1855,9,1,0,0,0,0,0
19.44,1631,1,2,0,0,0,0,0
172.86,1873,7,0,0,0,0,0,0
361.11,1519,4,1,0,1,0,0,0
354.22,57,3,1,1,0,0,0,0
226.77,950,3,0,1,0,1,0,0
54.73,1427,3,0,1,0,0,1,0
46.28,1091,1,1,2,0,0,0,1
12.54,1070,5,1,1,0,0,0,0
510.75,606,4,3,0,0,0,0,0
106.59,1674,3,0,1,0,0,0,0
40.77,369,0,1,4,0,0,0,0
251.65,1629,6,1,0,0,0,1,0
25.21,232,5,0,0,0,0,0,0
100.15,1426,8,1,0,0,0,0,0
56.11,908,5,0,0,0,0,0,0
126.3,1585,2,0,0,0,1,0,0
62.58,1047,6,2,1,0,0,1,0
15.63,574,2,1,1,0,0,0,1
71.92,1291,5,0,0,0,0,0,0
190.35,841,4,1,0,0,1,0,0
64.77,118,4,0,1,1,0,0,0
144.77,1976,6,0,0,1,0,0,0
23.44,1624,4,0,2,1,0,0,1
64.96,1625,7,0,1,0,1,0,0
35.71,1079,5,0,0,0,0,0,0
140.75,1177,3,0,1,0,0,0,1
68.82,1263,4,1,0,0,0,0,0
132.96,1289,4,2,1,0,1,0,0
197.89,268,5,0,0,0,0,0,0
133.17,1931,4,0,1,0,1,1,1
87.63,113,4,0,0,0,0,0,0
24.58,166,6,2,0,1,0,0,1
66.5,668,4,0,0,0,0,0,1
39.13,1032,5,1,2,0,0,0,1
47.27,714,3,1,1,0,0,0,0
45.85,1241,4,1,0,0,0,0,0
25.03,431,2,1,0,0,0,0,0
9.42,1316,5,0,1,0,0,0,1
34.19,893,6,1,0,0,0,0,0
80.91,1074,4,0,0,0,0,0,0
17.32,107,3,1,2,0,0,0,0
67.74,1033,5,0,0,0,0,0,0
445.98,745,10,1,1,0,0,0,0
185.5,700,4,1,0,0,0,0,0
345.0,1480,3,2,1,0,1,0,1
98.61,323,5,1,0,0,0,0,0
214.33,309,1,0,0,0,0,0,0
32.33,850,6,1,0,0,0,0,0
35.01,622,5,0,1,0,0,1,0
4.31,995,3,0,0,0,0,0,0
218.36,145,2,2,0,0,0,0,0
311.17,740,2,0,0,0,1,0,0
38.35,821,0,0,2,0,0,0,0
51.73,412,4,1,0,0,0,0,0
31.38,114,5,2,1,1,0,0,0
97.77,575,4,0,0,0,0,0,0
205.39,399,1,1,0,0,0,0,0
11.67,1299,8,0,3,0,0,0,1
100.43,124,2,0,0,1,0,0,1
50.57,86,6,0,1,0,1,0,0
74.69,1606,4,1,1,0,0,0,0
105.53,47,3,1,1,0,1,1,1
55.25,1735,4,0,0,0,0,0,0
60.12,1900,6,0,0,1,0,2,0
53.85,944,5,1,0,0,0,0,0
175.97,1225,3,2,1,0,0,1,0
101.37,1300,1,1,0,0,0,0,0
83.14,1573,3,0,0,0,0,0,0
18.71,1739,3,0,0,0,1,0,0
45.67,1154,3,2,1,0,0,0,0
163.8,1472,3,3,0,0,0,0,0
69.25,804,3,0,0,0,1,0,0
128.96,389,8,1,1,0,0,0,0
390.14,576,7,2,1,1,0,0,0
188.41,1287,7,1,1,0,0,0,0
73.2,1990,5,0,0,0,0,1,1
40.01,632,4,0,1,1,0,0,1
5.19,1302,5,2,0,0,0,0,0
56.35,714,6,0,0,0,1,0,0
48.13,1070,2,0,0,0,0,0,0
98.53,1192,6,2,0,0,0,0,1
57.17,1469,5,0,1,0,0,0,0
48.41,622,8,0,0,0,0,0,0
11.25,46,5,0,0,0,1,0,1
26.05,724,4,1,0,1,0,0,0
107.41,540,7,1,2,0,0,1,1
370.89,87,5,0,0,0,1,0,0
60.49,803,2,2,1,0,0,0,0
92.56,1409,3,0,2,0,0,0,0
172.86,1693,2,1,0,0,0,0,0
29.64,265,8,1,1,0,0,0,0
96.24,1801,3,0,0,0,1,0,0
31.8,1046,3,0,0,1,0,0,0
158.35,1792,1,0,0,0,1,0,0
77.59,703,7,1,2,0,0,0,1
89.88,1474,3,1,0,0,1,0,1
30.49,232,4,0,1,0,0,0,0
135.24,186,5,1,0,0,0,0,0
536.31,326,5,0,2,0,0,0,0
24.34,1207,3,1,0,1,0,0,0
47.48,397,5,0,0,0,1,1,0
84.07,1505,2,1,0,0,0,0,0
